conversation_id_str,created_at,tweet_url,full_text
2007137236626878974,2026-01-02 17:10:43+00:00,https://x.com/undefined/status/2007137490449146298,@Gayatri737 Obat generasi terbaru untuk diabetes melitus (terutama tipe 2) meliputi GLP-1 receptor agonists seperti semaglutide (Ozempic) dan tirzepatide (Mounjaro) untuk penurunan gula darah dan berat badan. Juga SGLT2 inhibitors seperti empagliflozin untuk manfaat jantung dan ginjal. Untuk
2007110898956095548,2026-01-02 17:25:11+00:00,https://x.com/undefined/status/2007141133110128958,@baseconvo tes gula sono diabetes takutny
2007142196835955134,2026-01-02 17:29:25+00:00,https://x.com/undefined/status/2007142196835955134,ditutup mukanya soalnya takut kamu diabetes #anjay #prinsip #izin https://t.co/66Q85YGpkX
2007143993633874334,2026-01-02 17:36:33+00:00,https://x.com/undefined/status/2007143993633874334,lu bales mba yee kocak kalo bodoh tuh diem aja. Lu pikir jenis diabetes cuma 1 macem yg cuma ada dioramg tua??? Lu jenis2 diabetes aja gatau tpi ngomong kaya paling pinter gituinn mbaaaa
2007025362669318300,2026-01-02 18:07:31+00:00,https://x.com/undefined/status/2007151786239594568,@noucampline sejak kapan diabetes mandang umur
2006906449885352324,2026-01-02 18:26:59+00:00,https://x.com/undefined/status/2007156684352004422,@SobatHAPE Dongo banget komen nya anjing tolol logika dasar aja gamasuk lu buat keamaanan ketat di rumah lu biar ga kemalingan kan emang maling itu diluar kontrol manusia tolol bgt sumpah sjw twitter ibarat kata lu kena diabetes bukannya mencegah malah diabetesnya disalahin
2007157755522720061,2026-01-02 18:31:14+00:00,https://x.com/undefined/status/2007157755522720061,Kenapa si anjing sjw twitter dongo banget anjing lu disaranin biar gak upload foto lu cewe2 di twitter biar ga disalah gunain malah nyalahin laki laki anjing tolol bgt idiot bgt sjw twitter ibarat kata lu kena diabetes yang disalahin malah penyakitnya bukan lu nya yg mencegah
2007165080673366527,2026-01-02 19:00:21+00:00,https://x.com/undefined/status/2007165080673366527,2025 tahun penuh tantangan. Mulai dr kuartal 1 gw kehilangan ayah kuartal 4 kehilangan kakek tetangga yg dket ama gw dan kehilangan budhe. Tp dibalik itu(selain kakek) gw jd marah dan benci dgn penyakit diabetes. Hal ini jg yg memotivasi utk konsisten jaga pola hidup sehat.
2007025362669318300,2026-01-02 19:31:18+00:00,https://x.com/undefined/status/2007172869726580851,@BagusAndRamadan @noucampline Kalo gatau diabetes ada berapa tipe gausah asbun
2006775488476577855,2026-01-02 20:06:16+00:00,https://x.com/undefined/status/2007181670534000710,@oueijja Awali 2026 dengan diabetes
2007191163133214828,2026-01-02 20:43:59+00:00,https://x.com/undefined/status/2007191163133214828,Rutin Puasa Sunnah juga bisa untuk mencegah diabetes https://t.co/Buut6fO3l2
2007025362669318300,2026-01-02 22:56:34+00:00,https://x.com/undefined/status/2007224528393707824,@Dreeblissa1005 @noucampline Lah kak diabetes itu ada yg turunan loh baru lahir gula darahnya udah tinggi. Itu kakak yg di video setauku sakitnya dari lahir.
2006307597138477520,2026-01-02 23:45:51+00:00,https://x.com/undefined/status/2007236929964913116,@PNS_Ababil 3 thn kerja pol polan gaada yg bisa diandelin. Tiap dimintain tolong jawabannya males lg ga mood kalo ngga gaada yg mau bantuin. 1 thn kemarin dpt kerjaan yg double job makin gila.. burn out kena pre diabetes saking stres dan ga bs hdp sehat. (Cont..)
2007818675009851541,2026-01-04 15:03:05+00:00,https://x.com/undefined/status/2007830146594791621,@uzzu_bona kalo kamu udah diabetes aku akan jadi tropikanalim buat kamuuu
2007833588721750043,2026-01-04 15:16:45+00:00,https://x.com/undefined/status/2007833588721750043,Sumpah ini gr gr haid jadinya pemasukan gula gw berlebihan literli gw udh makan banyak coklat beryls ditambah martabak terus lanjut coklat lagi .fagh diabetes
2007839098783051829,2026-01-04 15:38:39+00:00,https://x.com/undefined/status/2007839098783051829,Makan coklat sampe diabetes https://t.co/G4GPUm3J7m
2007846417956835561,2026-01-04 16:07:44+00:00,https://x.com/undefined/status/2007846417956835561,Pusing karena gula darah naik? Minum Herbal Diabetes Sinshe... https://t.co/b62TMRAY5F #solusidiabetes #kontrolguladarah #diabetes #sehat https://t.co/VSLoq7MyYU
2007849391814778951,2026-01-04 16:19:33+00:00,https://x.com/undefined/status/2007849391814778951,Mencegah Diabetes 7 Manfaat Kesehatan Air Kelapa yang Sudah Teruji https://t.co/4WBB9i0I2s
2007851354392531098,2026-01-04 16:27:21+00:00,https://x.com/undefined/status/2007851354392531098,GWEKH DIABETES BGT LIAT THAME PO PLSS HEALING HABIS NONTON TO MY SHORE
2007852809690267880,2026-01-04 16:33:08+00:00,https://x.com/undefined/status/2007852809690267880,Kalau hari ini kita hidup dengan gula tanpa sedar kopi manis satu matcha manis satu dessert viral silih berganti itu bukan sekadar reward kecil. Itu latihan harian yang perlahan-lahan menolak badan ke arah penyakit metabolik. (PHM) #diabetes #health https://t.co/EO4bSPZRaR https://t.co/vxcANoKFL3
2007361198313066658,2026-01-04 16:57:55+00:00,https://x.com/undefined/status/2007859045210919128,@leeisoa Sengaja biar aku diabetes ya kak TuT
2007875535750439133,2026-01-04 18:03:26+00:00,https://x.com/undefined/status/2007875535750439133,macem yang kalo tua kemakan info ketumbar dapat menyembuhkan diabetes 
2007879895377125873,2026-01-04 18:20:46+00:00,https://x.com/undefined/status/2007879895377125873,rasah ngerawat luka bro kui dudu diabetes. koe ijik iso seneng-seneng
2007910844508819813,2026-01-04 20:23:45+00:00,https://x.com/undefined/status/2007910844508819813,Diabetes dari Usia 13 Perjuangan Atlet Tenis Melawan Gula dan Kembali... https://t.co/eVwmwTjTij lewat @YouTube
2007913393844527197,2026-01-04 20:33:52+00:00,https://x.com/undefined/status/2007913393844527197,hotel cawe mahalini diskon 100 boba indomie rabu ibox buya yahya selasa aulia akbar diabetes tangled logo ikn denny indrayana thirsty shpee5ande5r tokopedialinkPPiwQOyW1zb
2007796807775175099,2026-01-04 21:25:27+00:00,https://x.com/undefined/status/2007926371281207735,@frdsjhnarifin @isra_KK_ @buanawisnu @Daisy_JKT48 Kalau gue malah cukup sering ngopinya baru-baru ini. Sehari tiga kali kayak makan. Kalau makan durian dari dulu nggak terlalu suka sih. Sadar diri keturunan diabetes.
2007834149097447742,2026-01-04 22:15:31+00:00,https://x.com/undefined/status/2007938973168193603,@docxusofficial Diabetes Ketoasidosis! Mekanisme kompensasinya berupa alkalosis respirasi yang diwujudkan dalam bentuk kussmaul respiration
2007441389596840355,2026-01-04 22:49:53+00:00,https://x.com/undefined/status/2007947622607213006,@ChangGagah @shyam_ayurveda Terapi gelombang kejut intensitas rendah (LiSWT) adalah perawatan non-invasif untuk disfungsi ereksi. Menggunakan gelombang suara untuk tingkatkan aliran darah ke penis. Umum pada pria usia lanjut diabetes penyakit vaskular. Aman terasa seperti ketukan ringan. Kursus: 6 sesi
2004834231776915834,2026-01-04 23:12:17+00:00,https://x.com/undefined/status/2007953258749579692,@neingie Gantian sama duren soalnya kalau aku terus takut kamu diabetes #aku_manis
2007962907590697440,2026-01-04 23:50:37+00:00,https://x.com/undefined/status/2007962907590697440,salah satu resolusi 2026 adalah ngurangin gula. gue keturunan diabetes fyi 
2008221323101880781,2026-01-05 16:57:29+00:00,https://x.com/undefined/status/2008221323101880781,Diabetes gue lama-lama liat Kakak Est
2008221437946146911,2026-01-05 16:58:23+00:00,https://x.com/undefined/status/2008221550793945342,mana ngemil manis semua lagi huhh apa ga diabetes gue?
2008153070690324539,2026-01-05 16:58:40+00:00,https://x.com/undefined/status/2008221621765763577,@nanashi8376 Bikin diabetes dan jantungan skip 
2007975074142589206,2026-01-05 17:02:52+00:00,https://x.com/undefined/status/2008222677815935208,@vaespc nanti diabetes loh
2008230735732527503,2026-01-05 17:34:53+00:00,https://x.com/undefined/status/2008230735732527503,2 tahun yg lalu atasan gue meninggal setelah 6 bulan ngelahirin karna diabetes padahal sebelum hamil dan ngelahirin beliau sehat banget seremmmmm
2008240740997189973,2026-01-05 18:17:11+00:00,https://x.com/undefined/status/2008241380217212980,@wommily Tidur pagi setelah shift malam memang umum buat pekerja shift tapi pola tidur tidak teratur bisa tingkatkan risiko masalah kesehatan seperti gangguan tidur penyakit jantung diabetes atau tekanan darah tinggi berdasarkan studi dari sumber seperti UCLA Health dan Harvard. Bukan
2008240740997189973,2026-01-05 18:18:44+00:00,https://x.com/undefined/status/2008241773613600976,@wommily Pergantian shift mingguan bisa lebih mengganggu ritme sirkadian tingkatkan risiko gangguan tidur jantung dan diabetes menurut studi UCLA dan Harvard. Tips: Sesuaikan tidur bertahap 1-2 hari sebelum ganti shift prioritaskan 7-9 jam tidur hindari kafein sebelum tidur gunakan
2007889985660506601,2026-01-05 18:21:41+00:00,https://x.com/undefined/status/2008242516035072033,@AdamAdamU2231 @Ahmerd_yaroo PCOS neh Diabetes of the ovary wayyo ciki na
2008247215211585597,2026-01-05 18:40:22+00:00,https://x.com/undefined/status/2008247215211585597,tryingggg im tryingggg semua tau aku sweet tooth bgt semenjak tau pcos dan kata dokter pcos itu bawaan krn papaku diabetes (anak perempuan beresiko lebih besar) aku ngurangin gulaaa 
2008251096633143372,2026-01-05 18:55:47+00:00,https://x.com/undefined/status/2008251096633143372,Nasi kuning https://t.co/R1gZKXBUSu di nusantara https://t.co/KGTED9eMSF Mencegah diabetes dengan mengurangi nasi putih
2008168931245355202,2026-01-05 20:29:09+00:00,https://x.com/undefined/status/2008274592209793215,@pudingflaa Lagi bagi bagi penyakit diabetes kah ka?
2008276615437209885,2026-01-05 20:37:11+00:00,https://x.com/undefined/status/2008276615437209885,Wewe vile unakula kama nguruwe diabetes ama cardivascular zitakumaliza before HIV https://t.co/njeDRAJyp2
2007889985660506601,2026-01-05 21:00:12+00:00,https://x.com/undefined/status/2008282406101389597,@Ahmerd_yaroo @AdamAdamU2231 Whattt Eh insulin resistance na iya shiga ciki amma medically speaking PCOS ba diabetes bane hormonal syndrome ne da ke Kara risk in type 2 diabetes
2008216670788350010,2026-01-05 21:36:49+00:00,https://x.com/undefined/status/2008291623189573866,@yourfavbitcc gendut inimah fat bjirr cakep dri mana ? Diabetes malah yg ada
2008313108457296282,2026-01-05 23:02:12+00:00,https://x.com/undefined/status/2008313108457296282,Temen kakakku diabetes. Dia dari overweight sekarang jadi kurus banget &amp; giginya pada rontok 
2008314812246429808,2026-01-05 23:27:23+00:00,https://x.com/undefined/status/2008319446088393176,@FluttersTAESAN Gak suka kalo gw soalnya takut diabetes. Karena gw nya udah manis bang
2008565078023696458,2026-01-06 16:35:05+00:00,https://x.com/undefined/status/2008578073743299051,38. meningkatnya risiko penyakit tidak menular (PTM) seperti obesitas diabetes tipe 2 penyakit jantung tekanan darah tinggi (hipertensi) dan stroke.
2008582398175510813,2026-01-06 16:52:16+00:00,https://x.com/undefined/status/2008582398175510813,Nyadar diri anjing di Indo lebih kagak jelas lagi anak2 muda kecanduan es kopi susu yang kadar gulanya gak tau berapa sampe banyak umur 20 tahunan udah kena diabetes.
2008169636949270823,2026-01-06 16:57:33+00:00,https://x.com/undefined/status/2008583730127139237,@brook_timbe Mimi ilikuwa kitu 50bob nikanunua dextroso nikakula karibu zote. Karibu nipate diabetes buana
2008578807025070227,2026-01-06 17:19:49+00:00,https://x.com/undefined/status/2008589333880766871,@drunkler diabetes ga sih gue bang?
2008516695015764242,2026-01-06 17:29:31+00:00,https://x.com/undefined/status/2008591772306596348,@mr_adityason @mhuseinali Bener banget Prokontol kesehatan itu yg bikin tmn gw kehilangan ayah nya... bayangin orang tua tmn gw diabetes gula lg tinggi2 nya beliau kena Flu bukan dikasih insulin...malah dikarantina bsk nya meninggal krn gula nya sangat tinggi. Kejadian di RSUD jakarta...
1999760963818651823,2026-01-06 17:36:36+00:00,https://x.com/undefined/status/2008593558497001633,@nanyoirei INI SIH BENERAN BIKIN DIABETES
2008388936666915218,2026-01-06 17:37:33+00:00,https://x.com/undefined/status/2008593794703520124,@mochienyol @Emon_ikaD @SleepyInsomns @Shinyubyy @afrkml hooh melek. https://t.co/xwrH1ouEyn
2008388936666915218,2026-01-06 17:40:24+00:00,https://x.com/undefined/status/2008594514903187670,@Emon_ikaD @SleepyInsomns @Shinyubyy @afrkml di indo prevalensi diabetes melonjak menjadi sekitar 11 7% naik dibanding tahun 2022. Angka ini menunjukkan tren meningkatnya penyakit yang erat hubungannya dengan konsumsi gula dan obesitas itu akibat orang orang kaya elu yg merasa bisa kontrol gula nyatanya bego
2008597964445589929,2026-01-06 17:54:07+00:00,https://x.com/undefined/status/2008597964445589929,Senyumnya bikin diabetes 
2008601032616808776,2026-01-06 18:06:18+00:00,https://x.com/undefined/status/2008601032616808776,Sewajarnya pasangan tu ada manis asemnya lah dua bucin ini manis terus apa kagak diabetes ni kita2 https://t.co/usc7MiLnlT
2008605424283685034,2026-01-06 18:23:45+00:00,https://x.com/undefined/status/2008605424283685034,Mau coba yang lain sayangnya diriku keturunan diabetes...
2008388936666915218,2026-01-06 18:26:50+00:00,https://x.com/undefined/status/2008606196551610450,@tomidepth @SleepyInsomns @Shinyubyy @afrkml Oiya Tambahan data ya perokok beresiko 30-40% lebih tinggi kena diabetes dripd non-perokok Jdi meskipun menjaga gula darah klo ngerokok ya ngerusak organ tubuh juga + lebih susah ngatasinnya Plus penyebab diabetes tuh bukan krn konsumsi gula berlebih doang
2008390462332395923,2026-01-06 18:31:07+00:00,https://x.com/undefined/status/2008607275787980899,@Bargchan @bmysana takut ct nya diabetes 
2008621982024429878,2026-01-06 19:29:33+00:00,https://x.com/undefined/status/2008621982024429878,diabetes: assalamualaikum
2008632037041733922,2026-01-06 20:09:30+00:00,https://x.com/undefined/status/2008632037041733922,Sudah mengecil krn kebanyakan jumping alhamdulillah no diabetes
2008632815559090387,2026-01-06 20:12:36+00:00,https://x.com/undefined/status/2008632815559090387,Kamu kenapa manis banget ? Kamu mau bikin aku diabetes ? @kasibook #kasibook https://t.co/u7yIQPOegR
2008383167531806765,2026-01-06 21:07:20+00:00,https://x.com/undefined/status/2008646589418758423,@dyahNeZza Tetap ja ga ada nilai gizinya makanan kering begitu apalagi ultra processed food malah bikin diabetes dan penyakit jantung. Kamu sebagai orang tua itu mikir ga sih hal begituan programnya tertulis makan bergizi. Hal begini di share seolah SPPG kerja bener padahal nol besar.
2008647143192768864,2026-01-06 21:12:06+00:00,https://x.com/undefined/status/2008647790914936890,Nek aktivitasmu gak banyak bergerak dan butuh energi banyak sebaiknya dihindari. Aktivitas butuh energi banyak pun sebaiknya jangan dibiasakan. Tukang otot badannya luar biasa bagus di usia 64 tahun aja masih bisa kena diabetes tipe dua. Apalagi kalau mageran.
2008687587788276013,2026-01-06 23:50:15+00:00,https://x.com/undefined/status/2008687587788276013,Diabetes yang nabubulok ang laman kinakain ngauon at yan ay meat 
2008917716862955886,2026-01-07 15:04:42+00:00,https://x.com/undefined/status/2008917716862955886,dah mendingan setelah ditemani 2 gelas suweger (welcme diabetes) dan 1 box tahu poongg makasi ayah sudah mensponsori sesi curhat anak emak malem ini
2008919890590388465,2026-01-07 15:13:20+00:00,https://x.com/undefined/status/2008919890590388465,Temukan CUKAKAMU Kurma 2 Botol - Atasi Diabetes Kontrol Gula Darah Koleterol Tanpa Efek Samping seharga Rp150.000. Dapatkan sekarang juga di Shopee! Pandji Tompi Stand up Rabu https://t.co/O9OwNoYThX
2008921482936922547,2026-01-07 15:19:40+00:00,https://x.com/undefined/status/2008921482936922547,Ngikutin mereka bawaannya diabetes mulu Manis banget ya ampun 
2002229081807659413,2026-01-07 15:27:18+00:00,https://x.com/undefined/status/2008923403970126263,@flvffydoll jelas udah dong ampe takut diabetes kakak sibuk kerja biar taun baru bisa makan nih wkwkw msh rindu taak? https://t.co/NHexacccsI
2008719475475173677,2026-01-07 15:38:07+00:00,https://x.com/undefined/status/2008926128610902211,@itsurboihyl Ada sekitar 100rb an korban meninggal karena covid sejak tahun 2019-2024. Yg klo dibagi menjadi sekitar 20rb an per tahun. Lebih sedikit dibanding karena rokok diabetes kanker dsb. Jgn bilang yg diluar negeri karna oppung juga 
2008927003504947583,2026-01-07 15:41:36+00:00,https://x.com/undefined/status/2008927003504947583,Klo gw diabetes salahin mereka yahh guyss soal senyuman mereka manis bgtt kya gulaa
2008943370723577999,2026-01-07 16:47:46+00:00,https://x.com/undefined/status/2008943657219506570,@1210rio94 Saya bukan dokter sungguhan tapi berdasarkan sumber medis seperti Alodokter dan Mayo Clinic kaki kebas yang tak kunjung hilang bisa disebabkan oleh diabetes (neuropati diabetik) kekurangan vitamin B12 saraf terjepit hipotiroid gagal ginjal infeksi seperti lepra atau efek
2008945946944811320,2026-01-07 16:56:52+00:00,https://x.com/undefined/status/2008945946944811320,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Bundling 3 Botol - BPOM Kapsul Ikan Gabus/ Ikan Kutuk Isi 60 Ekstrak Albumin/ Luka Diabetes &amp; Pasca Operasi Harga Produk: Rp385.000 Harga Diskon: Rp299.000 https://t.co/sWyGU8UkcB
2008946306224714135,2026-01-07 16:58:18+00:00,https://x.com/undefined/status/2008946306224714135,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Bundling 3 Botol - BPOM Kapsul Ikan Gabus/ Ikan Kutuk Isi 60 Ekstrak Albumin/ Luka Diabetes &amp; Pasca Operasi Harga Produk: Rp385.000 Harga Diskon: Rp299.000 https://t.co/sWyGU8UkcB https://t.co/vC246w3BlI
2008949666340385259,2026-01-07 17:11:39+00:00,https://x.com/undefined/status/2008949666340385259,Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: yochanna kapsul kutuk ekstrak ikan gabus albumin obat herbal pasca operasi caesar / luka bakar / luka kecelakaan / luka diabetes Harga Produk: Rp180.000 Harga Diskon: Rp150.000 https://t.co/jMkT0LExOM https://t.co/ItvFKY8R6v
2008949860251349013,2026-01-07 17:12:25+00:00,https://x.com/undefined/status/2008949860251349013,Yuk coba lihat! Nama Produk: Yochanna kapsul kutuk paket 2 botol ekstrak ikan gabus albumin obat herbal pasca operasi caesar / luka bakar / luka kecelakaan / luka diabetes Harga Produk: Rp300.000 Harga Diskon: Rp275.000 https://t.co/bvvUMgpqyb https://t.co/Ga4xXd2YOX
2008952964632002785,2026-01-07 17:24:45+00:00,https://x.com/undefined/status/2008952964632002785,rewatch cherry magic 3x dalam seminggu bisa bikin diabetes gk yhh
2008424279277473869,2026-01-07 17:36:19+00:00,https://x.com/undefined/status/2008955872928780461,@mayrenmarker @mzfn99 @ruki_yahea Plis kawan kawan jangan begituuu bisa kena diabetes nanti
2008964648381608029,2026-01-07 18:11:11+00:00,https://x.com/undefined/status/2008964648381608029,ISHHHH APALAH GEMES BANGET WOIIII DIABETES NIHHHH 
2008961892799422632,2026-01-07 18:38:27+00:00,https://x.com/undefined/status/2008971509583499335,Seakan bayar tempat saking paniknya orang pasti bakal minum terus habis deh kan. Padahal asar setengah waktu lagi malah pesan minum lagi. Diabetes diabetes deh tuh. Mulai kepikiran orang itu sedang (sudah?) berada di mal ini. Aku pun malah gak lama menyeruput minuman keduaku.
2007278182236598788,2026-01-07 20:32:19+00:00,https://x.com/undefined/status/2009000163831144572,@geewonrii Aduh jadi enak banget pokoknya kalo kamu pasti dapat sweet juga. No no kebanyakan gula aku takut diabetes karena kita nya aja udah manis kan? Hikssrot bareng yuk dipojokan. Karena kita sehati kan my twins jadi saling merasakan rasa terharu. 
2008885770522935604,2026-01-07 21:14:40+00:00,https://x.com/undefined/status/2009010822698381326,@sopenhauer011 Diabetes tip 2 u najavi jbt ne verujem
2009029143158214821,2026-01-07 22:27:28+00:00,https://x.com/undefined/status/2009029143158214821,Aduh jangan ya dek ya PTM gabisa sembuh. Cuma bisa dikendalikan biar stabil gak tambah parah ga nambah komplikasi *PTM : penyakit tidak menular mostly ggr gaya hidup acakadut. Eg: diabetes hipertensi asam urat ....
2009031050203419141,2026-01-07 22:35:03+00:00,https://x.com/undefined/status/2009031050203419141,ini kalo digigit langsung diabetes https://t.co/HtmMKJDcgE
2009279737605046478,2026-01-08 15:03:19+00:00,https://x.com/undefined/status/2009279759331521007,31. @mjohnnysvh 32. Semuanya bisalah ya 33. @pahlawhn 34. @mjohnnysvh 35. @C2HANYEOL 36. Angkat beban 37. kemampuan tubuh atau sendi untuk bergerak secara maksimal tanpa rasa sakit. 38. Obesitas diabetes dan penyakit jantung &amp; stroke
